title,rating,votes,genre_ids,language,release_date,runtime,budget,revenue,number_of_seasons,number_of_episodes
Faustão na Band,5.0,1,[10767],pt,2022-01-17,,,,2,358
Your Show of Shows,6.333,3,[35],en,1950-02-25,90.0,,,5,136
RT Life,3.0,3,[35],en,2011-09-23,,,,13,413
O Amor Está no Ar,6.5,2,"[10766, 18]",pt,1997-03-31,50.0,,,1,137
Pizza,8.8,8,[35],en,2000-04-24,25.0,,,5,53
The Bernie Mac Show,6.452,63,[35],en,2001-11-14,22.0,,,5,104
Hell Girl,8.2,231,"[16, 18, 9648, 10765]",ja,2005-10-04,25.0,,,4,90
Porque el Amor Manda,8.1,425,"[18, 35, 10766]",es,2012-10-08,42.0,,,1,182
Adam Ruins Everything,7.419,93,"[35, 99]",en,2015-09-29,30.0,,,3,64
Talking Dead,7.268,56,[10767],en,2011-10-16,60.0,,,11,230
What We Do in the Shadows,7.989,848,"[35, 10765]",en,2019-03-27,,,,6,61
Macross Frontier,7.9,29,"[16, 10759]",ja,2008-04-03,30.0,,,1,25
Angel,7.885,934,"[10765, 18]",en,1999-10-05,41.0,,,5,110
The Wonderland of Ten Thousands,9.0,3,"[16, 10759, 10765]",zh,2018-03-21,7.0,,,5,905
Darna,0.0,0,"[10759, 10765, 18]",tl,2005-04-04,30.0,,,1,170
Bump in the Night,7.1,10,"[16, 10765, 35, 10762]",en,1994-09-10,30.0,,,2,51
Pinky and the Brain,7.655,706,"[16, 35, 10751, 10765, 10762]",en,1995-09-09,21.0,,,4,95
Soy Luna,8.0,1063,"[10766, 10751, 35, 9648]",es,2016-03-14,45.0,,,4,220
Juego de ilusiones,6.0,2,[10766],es,2023-01-16,25.0,,,1,550
Succession,8.278,1344,"[18, 35]",en,2018-06-03,,,,4,39
Pai Herói,8.0,1,"[10766, 18]",pt,1979-01-29,,,,1,174
LEGO Ninjago: Dragons Rising,8.165,79,"[16, 10762, 10759]",en,2023-06-01,22.0,,,3,60
The Sonny & Cher Comedy Hour,6.5,14,[35],en,1971-08-01,60.0,,,4,90
Fala zbrodni,5.4,5,[80],pl,2003-11-07,,,,5,103
Let's Make a Deal,4.9,16,[10764],en,2009-10-05,,,,16,2013
Newscast,7.5,2,"[10763, 10767]",en,2020-02-06,29.0,,,5,210
Grounded for Life,6.855,93,"[10751, 35]",en,2001-01-10,22.0,,,5,91
Archibald's Next Big Thing,6.1,10,"[10762, 16]",en,2019-09-06,24.0,,,2,52
The Voice UK,6.12,50,[10764],en,2012-03-24,120.0,,,13,175
Match of the Day 2,6.9,23,"[10767, 10763]",en,2004-08-15,60.0,,,21,661
The Young Marrieds,3.0,2,[],en,1964-10-05,30.0,,,2,289
Diya Aur Baati Hum,3.0,1,"[18, 10751]",hi,2011-08-29,,,,1,1487
Anjo Selvagem,6.0,4,[10751],pt,2001-09-02,40.0,,,1,366
In the Heat of the Night,7.4,61,"[80, 18]",en,1988-03-06,60.0,,,8,146
First Dates,5.3,3,"[10764, 10767]",es,2016-04-17,60.0,,,6,634
La promesa,7.649,57,"[18, 9648, 10766]",es,2023-01-12,,,,4,622
Titanic: Blood and Steel,7.1,28,[18],en,2012-05-13,60.0,,,1,12
Silk Stalkings,6.1,39,"[80, 18, 10759]",en,1991-11-07,48.0,,,8,176
Való Világ,3.1,9,[10764],hu,2002-09-09,95.0,,,12,1467
Avatar: The Last Airbender,8.748,4388,"[16, 10759, 10765]",en,2005-02-21,24.0,,,3,61
The Amber Ruffin Show,4.8,8,"[10767, 35]",en,2020-09-25,,,,3,57
Mästarnas mästare,7.7,3,[10764],sv,2009-01-13,60.0,,,17,169
Rebirth,6.881,21,"[10766, 18]",pt,2024-01-22,,,,1,197
Tyler Perry's Sistas,8.328,122,"[35, 18]",en,2019-10-23,42.0,,,9,182
Kekkaishi,7.2,16,"[16, 10759, 10765]",ja,2006-10-16,24.0,,,1,52
Esperanza del Corazón,0.0,0,[18],es,2011-07-18,45.0,,,1,145
The Expanse,8.1,2553,"[18, 9648, 10765]",en,2015-12-14,43.0,,,6,62
Science grand format,7.0,4,[99],fr,2016-08-31,90.0,,,9,326
Tales of the Bizarre,7.8,6,"[10765, 9648]",ja,1990-04-19,,,,4,217
25 Words or Less,6.7,3,[10764],en,2018-08-06,30.0,,,6,581
Birds of a Feather,6.1,22,"[35, 18]",en,1989-10-16,30.0,,,12,127
Perry Mason,7.7,126,"[9648, 18, 80]",en,1957-09-21,52.0,,,9,271
Justice League Action,7.006,86,"[16, 10759, 10765, 10762]",en,2016-12-16,11.0,,,1,52
Alvinnn!!! and The Chipmunks,7.2,50,"[16, 35, 10751, 10762]",en,2015-08-03,11.0,,,7,260
Countdown with Keith Olbermann,6.3,3,[10763],en,2003-03-31,60.0,,,5,308
Sekirei,7.2,81,"[16, 35, 10759]",ja,2008-07-02,25.0,,,2,25
Tulsa King,8.342,2160,"[80, 18]",en,2022-11-13,,,,3,20
The Tonight Show with Conan O'Brien,7.0,78,"[10767, 35]",en,2009-06-01,,,,1,146
The Commish,7.12,25,"[18, 35]",en,1991-09-28,60.0,,,5,94
Sanctuary,7.219,270,"[10759, 10765]",en,2008-10-03,45.0,,,4,59
Star Wars: Clone Wars,7.781,440,"[10759, 16, 10765]",en,2003-11-07,3.0,,,3,25
Shalen,8.5,2,"[16, 10765, 18, 10759]",zh,2012-01-29,25.0,,,8,327
Heroes,7.457,2351,"[10765, 18]",en,2006-09-25,43.0,,,4,78
Dragons' Den,6.357,28,[10764],en,2005-01-04,60.0,,,22,264
Foundation,7.767,1386,"[10765, 18]",en,2021-09-23,,,,3,30
Distretto di Polizia,6.7,13,"[10759, 35, 18]",it,2000-09-26,45.0,,,11,282
Her Own Destiny,8.1,18,[10766],pt,2004-06-28,,,,1,221
Alegrijes y Rebujos,7.6,131,"[10751, 10766, 10762]",es,2003-08-04,45.0,,,1,145
The Increasingly Poor Decisions of Todd Margaret,6.788,85,[35],en,2010-10-01,30.0,,,3,18
Chucky,7.837,4095,"[80, 35, 9648]",en,2021-10-12,43.0,,,3,24
I've Got a Secret,7.75,4,[10764],en,1952-06-19,30.0,,,15,727
JAG,7.325,366,"[18, 10759, 80]",en,1995-09-23,,,,10,227
Fort Boyard,7.4,26,"[10751, 10764, 10759]",fr,1990-07-07,130.0,,,36,385
CollegeHumor Shorts,7.4,15,[],en,2007-11-26,,,,15,454
Para Volver a Amar,7.6,116,[18],es,2010-07-12,,,,1,146
Samurai Rabbit: The Usagi Chronicles,6.1,31,"[16, 10759, 35]",en,2022-04-28,25.0,,,2,20
The Real Housewives of Orange County,5.4,66,[10764],en,2006-03-21,,,,19,330
The Morning Show,7.77,786,[18],en,2019-11-01,,,,4,40
WWE NXT,6.7,116,"[10759, 18]",en,2010-02-23,88.0,,,19,844
Minuscule: The Private Life of Insects,8.1,42,"[10762, 16, 35]",fr,2006-10-25,6.0,,,2,174
"Amy, la niña de la mochila azul",7.2,164,"[10751, 10762, 18]",es,2004-02-23,41.0,,,1,115
Hearts On Ice,9.333,3,[18],tl,2023-03-06,,,,1,68
The Addams Family,8.009,404,"[35, 10751]",en,1964-09-18,30.0,,,2,64
Mob Psycho 100,8.503,1168,"[16, 10759, 35, 10765]",ja,2016-07-12,24.0,,,3,37
Laramie,6.4,16,"[37, 18]",en,1959-09-15,60.0,,,4,124
A Scare at Bedtime,7.2,4,[35],en,1997-11-24,10.0,,,9,166
Alice Bungisngis and her Wonder Walis,0.0,0,"[35, 18, 10765]",tl,2012-02-06,,,,1,88
Ode to Joy,6.275,20,[18],zh,2016-04-18,40.0,,,5,201
Kindaichi Case Files,8.3,20,"[16, 9648]",ja,1997-04-07,25.0,,,1,148
Paralliloi dromoi,3.0,1,[10766],el,1992-11-09,30.0,,,2,354
Baki the Grappler,7.9,326,"[16, 10759, 18]",ja,2001-01-08,25.0,,,2,48
Pilipinas Got Talent,0.0,0,[10764],tl,2010-02-20,60.0,,,7,229
The Bronze Teeth,8.3,13,"[18, 35]",zh,2001-01-01,45.0,,,4,165
Ishq Mein Marjawan,4.2,4,"[80, 9648, 18]",hi,2017-09-20,20.0,,,3,712
Tak and the Power of Juju,7.5,8,"[16, 35, 10759]",en,2007-08-31,21.0,,,1,49
Quizduell-Olymp,0.0,0,[10764],de,2015-10-26,,,,8,277
Minder,6.8,24,"[35, 18, 10759, 80]",en,1979-10-29,60.0,,,10,107
Flinderella,8.0,150,"[35, 18, 10751, 10766]",es,2004-03-15,,,,2,361
LEGO DREAMZzz,7.4,18,"[16, 10765, 10759, 10762]",en,2023-05-15,22.0,,,3,60
West.art am Sonntag,0.0,0,[10767],de,2003-02-23,,,,10,216
Mía es la venganza,7.1,65,"[18, 10766]",es,2023-06-12,45.0,,,1,110
Vivement dimanche prochain,3.4,4,[10767],fr,1998-09-11,,,,23,810
My Heart Beats for Lola Volcán,7.3,116,[10766],es,2011-05-23,45.0,,,1,133
Chlapi neplačú,2.0,1,"[18, 10751]",sk,2013-08-01,45.0,,,4,336
The Greatest Love,0.0,0,[18],en,2016-05-09,,,,1,163
The Thundermans,8.0,570,"[10759, 35, 10751, 10765]",en,2013-10-14,23.0,,,4,98
The Good Fight,7.593,305,[18],en,2017-02-19,50.0,,,6,60
Bharaghar,8.0,1,"[10751, 18, 35]",as,2012-11-26,21.0,,,3,1446
Nos Tempos do Imperador,7.625,8,"[10766, 18]",pt,2021-08-09,60.0,,,1,154
Gumby,5.8,11,"[10751, 16, 35]",en,1956-05-01,6.0,,,1,109
MasterChef Greece,5.6,8,[10764],el,2010-10-03,150.0,,,11,908
Blue Spring Ride,8.5,320,"[16, 35, 18]",ja,2014-07-08,23.0,,,1,12
Mr. & Mrs. North,4.333,6,"[35, 80]",en,1952-10-03,30.0,,,2,58
"Two Women, One Road",7.272,294,[18],es,1993-08-16,60.0,,,1,229
The Parent 'Hood,7.3,10,[35],en,1995-01-18,30.0,,,5,90
F is for Family,7.395,391,"[35, 16]",en,2015-12-18,26.0,,,5,44
O Beijo do Escorpião,7.0,1,[18],pt,2014-02-02,50.0,,,1,194
Jeena Isi Ka Naam Hai,6.0,4,[10767],hi,2002-03-22,60.0,,,2,111
See Dad Run,6.3,19,"[10751, 35, 18]",en,2012-10-06,30.0,,,3,60
Les Mystères de l'amour,6.3,10,"[35, 18]",fr,2011-02-12,45.0,,,36,909
Brahma Mudi,0.0,0,"[35, 18, 10751]",te,2023-01-24,,,,1,192
Snowfall,8.38,606,"[18, 80]",en,2017-07-05,,,,6,60
Anjo Mau,9.0,7,"[18, 10766]",pt,1997-09-08,,,,1,173
The Jamie Foxx Show,6.7,30,"[35, 10751]",en,1996-08-28,30.0,,,5,100
Kaitou Sentai Lupinranger vs. Keisatsu Sentai Patranger,7.9,11,"[35, 10765, 10762]",ja,2018-02-11,25.0,,,1,51
Amanda,7.0,3,"[10766, 18, 9648]",es,2016-11-22,45.0,,,1,170
The Next Step,7.2,55,"[10751, 18]",en,2013-03-08,45.0,,,10,253
Kamisama Minarai: Himitsu no Cocotama,0.0,1,"[16, 10765, 10762]",ja,2015-10-01,25.0,,,1,139
Kraft Music Hall,4.667,6,[],en,1958-10-08,60.0,,,13,214
The Ricki Lake Show,2.0,1,[10767],en,2012-09-10,60.0,,,1,260
Good Eats,8.7,40,"[35, 99]",en,1999-07-07,23.0,,,16,265
The Celebrity Apprentice,5.052,67,[10764],en,2004-01-08,60.0,,,15,199
Bonsoir bonsoir!,4.0,1,[10767],fr,2019-04-01,43.0,,,6,322
DuckTales,7.637,673,"[16, 9648, 10765, 35, 10762]",en,1987-09-18,,,,4,101
The Ruff and Reddy Show,5.7,11,"[10751, 16, 35]",en,1957-12-14,,,,3,156
Before the Impact,3.5,2,[],en,2021-02-16,,,,2,157
Wipeout,5.667,3,[],en,1988-09-12,30.0,,,7,275
Hot in Cleveland,7.4,118,[35],en,2010-06-16,20.0,,,6,128
My Dad the Bounty Hunter,8.218,55,"[10759, 35, 16, 10751, 10762]",en,2023-02-09,,,,2,19
Halo,8.263,2974,"[10765, 10759]",en,2022-03-24,,,,2,17
A Impostora,0.0,0,"[18, 10766]",pt,2016-09-04,45.0,,,2,563
"Sister, Sister",7.134,112,"[35, 10751, 10762, 18]",en,1994-04-01,23.0,,,6,119
Little Busters!,7.4,15,"[35, 16]",ja,2012-10-06,24.0,,,2,39
Private Eyes,7.3,137,"[80, 18, 35]",en,2016-05-26,43.0,,,5,60
The Men In Blazers Show,6.5,2,[10767],en,2014-09-22,22.0,,,11,121
CBS News Sunday Morning,6.8,20,[10763],en,1979-01-28,60.0,,,47,1983
All of Us Are Dead,8.286,4074,"[10759, 18, 10765]",ko,2022-01-28,65.0,,,2,13
Pitch Meeting,8.7,10,[35],en,2017-11-27,5.0,,,9,431
She-Ra and the Princesses of Power,8.466,759,"[16, 10762, 10765]",en,2018-11-13,24.0,,,5,52
Just Shoot Me!,6.6,162,[35],en,1997-03-04,30.0,,,7,148
Yamaska,8.0,1,"[10766, 18]",fr,2009-09-28,45.0,,,7,163
Hart of Dixie,7.3,295,"[35, 18]",en,2011-09-26,42.0,,,4,76
The Naked Truth,6.4,16,[35],en,1995-09-13,30.0,,,3,55
Mayor of Kingstown,7.9,496,"[18, 80]",en,2021-11-14,,,,4,30
Top Gear,7.492,793,"[10764, 10767]",en,2002-10-20,60.0,,,33,218
아현동 마님,0.0,0,[10751],ko,2007-07-16,,,,1,204
The Ancient Magus' Bride,8.402,398,"[16, 10765, 18, 10759]",ja,2017-10-08,24.0,,,2,48
NYPD Blue,7.0,155,[18],en,1993-09-21,60.0,,,12,261
Slow Horses,7.957,575,"[80, 18, 35]",en,2022-04-01,,,,5,30
WWE Tough Enough,7.4,10,[10764],en,2001-06-21,42.0,,,6,70
House of David,7.895,148,[18],en,2025-02-27,,,,1,8
Slunečná,10.0,5,[],cs,2020-01-11,,,,1,160
Nakaimo: My Little Sister Is Among Them!,6.7,21,"[18, 16, 35]",ja,2012-07-06,25.0,,,1,12
Call Me By Fire,8.4,5,[10764],zh,2021-08-12,120.0,,,4,74
The Rat Patrol,7.2,19,"[10759, 10768]",en,1966-09-12,30.0,,,2,58
The New Scooby-Doo Mysteries,8.5,100,"[16, 10751, 35, 10762, 9648]",en,1984-09-08,30.0,,,1,26
Inside the NFL,4.9,8,[10767],en,1977-09-22,60.0,,,48,561
Body of Proof,7.0,167,"[18, 80, 9648, 35]",en,2011-03-29,42.0,,,3,42
Un souper presque parfait,4.8,2,[10764],fr,2010-08-30,22.0,,,16,1590
Barbie: Life in the Dreamhouse,7.584,413,"[16, 10751]",en,2012-05-11,3.0,,,7,107
The Studio,7.621,136,"[35, 18]",en,2025-03-25,,,,2,10
Arena,6.714,7,[99],en,1975-10-01,90.0,,,1,297
快乐东西,0.0,0,"[16, 35, 10751]",zh,2003-01-01,,,,7,420
All Hail King Julien,6.86,93,"[10751, 16, 35, 10762]",en,2014-12-19,23.0,,,5,65
Hannibal,8.2,2623,"[18, 80]",en,2013-04-04,,,,3,39
Che tempo che fa,7.7,5,[10767],it,2003-09-13,,,,22,313
Old Bridge Secret,5.727,11,"[18, 10766]",es,2011-02-23,55.0,,,12,428
Kokoru wa Itsumo Ramune Iro,0.0,0,"[18, 10751]",ja,1984-10-01,15.0,,,1,152
Kanpai Senshi After V,7.0,3,"[18, 35, 10765, 10759]",ja,2014-04-07,24.0,,,2,24
Nachtcafé,4.7,3,[10767],de,1987-02-14,,,,38,782
The Brokenwood Mysteries,7.7,80,"[9648, 18, 80]",en,2014-09-28,90.0,,,11,54
Queen of the South,7.581,438,"[80, 18]",en,2016-06-23,42.0,,,5,62
Por ella soy Eva,7.8,290,"[35, 18]",es,2012-02-20,45.0,,,1,166
Mama June: Family Crisis,8.4,38,[10764],en,2017-02-24,42.0,,,7,103
Las Vegas,7.0,230,"[18, 35, 10759, 80]",en,2003-09-22,44.0,,,5,106
Designated Survivor,7.128,1008,"[18, 10768]",en,2016-09-21,,,,3,53
Whose Line Is It Anyway?,7.81,339,"[35, 10764]",en,1998-08-05,22.0,,,8,219
Overflow,7.7,62,"[16, 35]",ja,2020-01-06,7.0,,,1,8
The Bachelorette,4.2,50,[10764],en,2003-01-08,85.0,,,21,240
Salut les Terriens !,3.5,3,"[10764, 10767]",fr,2006-11-04,115.0,,,13,106
Eres mi tesoro,2.0,1,"[10766, 18]",es,2015-07-19,25.0,,,1,174
Emperatriz,8.2,52,"[18, 35, 80]",es,2011-04-05,45.0,,,1,155
Japanese Folklore Tales,6.5,2,"[16, 18]",ja,1975-01-03,,,,1,966
Kenny vs. Spenny,7.2,57,[35],en,2003-11-11,22.0,,,6,85
The Magicians,7.596,1628,"[18, 10765]",en,2015-12-16,45.0,,,5,65
The Alan Titchmarsh Show,3.7,3,[10767],en,2007-09-03,60.0,,,15,384
Frieren: Beyond Journey's End,8.769,457,"[16, 10759, 18, 10765]",ja,2023-09-29,25.0,,,2,28
Dora the Explorer,6.192,317,"[10759, 16, 10751, 10762]",en,2000-08-14,30.0,,,8,177
Baby Shark's Big Show!,6.1,8,"[16, 10751, 10762, 35]",ko,2021-03-26,11.0,,,3,140
Man with a Plan,6.8,120,[35],en,2016-10-24,22.0,,,4,69
True Music With Katie Daryl,0.0,0,[],en,2003-01-02,30.0,,,6,210
Iss Pyaar Ko Kya Naam Doon?,7.1,12,"[18, 10751]",hi,2011-06-06,24.0,,,12,598
Death Valley Days,6.4,9,"[37, 18]",en,1952-10-01,30.0,,,18,452
Cochon dingue,0.0,0,[10751],fr,2017-01-09,25.0,,,6,309
Ο Παράδεισος Των Κυριών,0.0,0,[18],el,2022-09-19,60.0,,,2,292
Daredevil: Born Again,8.042,474,"[18, 80]",en,2025-03-04,,,,1,9
Panelák,3.7,5,"[18, 35]",sk,2008-02-18,45.0,,,13,1184
Ready Jet Go!,0.0,0,"[16, 10762]",en,2016-02-17,,,,2,76
Bargain-Loving Brits in the Sun,7.5,2,"[99, 10764]",en,2016-01-05,44.0,,,13,247
Digimon: Digital Monsters,8.067,855,"[16, 10759, 10765, 10762]",ja,1999-03-07,22.0,,,2,104
The Righteous Gemstones,7.4,228,"[35, 18]",en,2019-08-18,,,,4,36
118,0.0,0,"[10751, 10766]",zh,2014-10-20,23.0,,,2,473
Loose Women,3.2,17,[10767],en,1999-09-06,45.0,,,29,1815
Inga Lindström,4.75,6,[18],de,2004-01-25,90.0,,,21,104
Ancient Aliens,6.911,276,"[99, 9648, 10765]",en,2010-04-20,42.0,,,21,267
Fruits Basket,7.9,140,"[16, 18, 35]",ja,2019-04-06,24.0,,,3,63
Piano,0.0,0,"[10751, 18]",ja,1994-04-04,15.0,,,1,156
A Certain Magical Index,7.6,161,"[16, 10765, 35, 9648]",ja,2008-10-05,25.0,,,3,74
My Wife and Kids,7.412,487,"[35, 10751, 18]",en,2001-03-28,23.0,,,5,123
The Odd Couple,7.8,61,[35],en,1970-09-24,30.0,,,5,114
Eretz Nehederet,7.125,8,"[10763, 35]",he,2003-11-02,60.0,,,23,414
UFO Ultramaiden Valkyrie,7.5,2,"[16, 35, 10765]",ja,2002-07-04,25.0,,,4,32
Blankety Blank,4.6,7,"[35, 10751]",en,1979-01-18,30.0,,,17,286
The Better Sister,7.041,37,"[18, 9648]",en,2025-05-29,,,,1,8
El Chavo del Ocho,8.001,1940,"[35, 10751, 18]",es,1973-02-26,23.0,,,7,312
The Secret Circle,7.3,345,"[18, 10765]",en,2011-09-15,42.0,,,1,22
Sam Benedict,6.0,2,[18],en,1962-09-15,60.0,,,1,28
Leave It to Beaver,7.0,76,"[35, 10751]",en,1957-10-04,25.0,,,6,234
Así en el barrio como en el cielo,5.0,1,"[10766, 18, 35]",en,2015-02-16,41.0,,,1,120
Strike Back,7.444,360,"[18, 10759]",en,2010-05-05,45.0,,,8,76
Californication,7.651,1174,"[35, 18]",en,2007-08-13,28.0,,,7,84
Commander in Chief,7.7,37,[18],en,2005-09-27,42.0,,,1,18
Find Me in Paris,8.1,126,"[18, 10765, 35, 10751]",en,2018-07-20,26.0,,,3,78
Kung Fu: The Legend Continues,6.62,54,"[10759, 18]",en,1993-01-27,44.0,,,4,88
Barney & Friends,5.517,86,"[35, 10751, 10762]",en,1992-04-06,30.0,,,14,308
Ça vaut le coût,6.0,1,"[99, 10764]",fr,2014-01-06,21.0,,,10,209
Yu-Gi-Oh! 5D's,8.1,173,"[16, 10765, 10759]",ja,2008-04-02,25.0,,,1,154
Pecado de Amor,0.0,0,"[18, 10766]",es,1995-12-08,60.0,,,1,325
The Facts of Life,7.011,95,"[18, 35]",en,1979-08-24,30.0,,,9,201
Kitani Mohabbat Hai,4.7,9,[10766],hi,2009-01-19,,,,2,323
Parientes a la Fuerza,6.0,2,"[10751, 10766, 18, 35]",en,2021-10-26,50.0,,,1,100
The Walking Dead: Daryl Dixon,8.081,703,"[10765, 10759, 18]",en,2023-09-10,,,,3,12
Girlfriends' Guide to Divorce,5.571,28,"[18, 35]",en,2014-12-02,60.0,,,5,45
The Mickey Mouse Club,6.344,16,[10762],en,1955-10-03,30.0,,,1,103
All American,8.152,465,[18],en,2018-10-10,43.0,,,7,119
Peak Practice,6.1,9,[18],en,1993-05-10,60.0,,,12,153
Sister Wives,6.1,50,"[10764, 18, 10751]",en,2010-09-26,30.0,,,16,255
The Porter Wagoner Show,0.0,0,[35],en,1961-09-14,,,,7,173
All Hail King Julien: Exiled,7.3,45,"[16, 35]",en,2017-05-12,21.0,,,1,13
Stern TV,6.5,4,[10767],de,1990-04-04,105.0,,,35,705
Ideal,8.0,34,[35],en,2005-01-11,30.0,,,7,52
Pékin Express,6.9,6,"[10764, 10759]",fr,2006-01-15,120.0,,,20,278
ECW Extreme Fancam,10.0,1,[],en,1995-03-02,,,,7,187
The New Dick Van Dyke Show,4.0,3,[35],en,1971-09-18,30.0,,,3,78
Phua Chu Kang Pte Ltd,0.0,0,[35],en,1997-09-25,,,,8,159
The King Dae Joyoung,4.8,5,[18],ko,2006-09-16,50.0,,,1,134
Gaano Kadalas ang Minsan,0.0,0,[18],tl,2008-06-23,,,,1,100
The Chase,6.4,26,[10764],en,2009-06-29,45.0,,,17,1387
The New Scooby-Doo Movies,7.7,252,"[16, 9648, 35, 10762, 10751]",en,1972-09-09,40.0,,,2,24
Ninjala the Animation,7.667,6,"[16, 10759, 10765]",ja,2022-01-08,23.0,,,1,165
Long Lost Family,3.3,3,"[99, 10751]",en,2011-04-21,45.0,,,14,100
Y School Heroes,8.3,3,[16],ja,2019-12-27,22.0,,,1,63
ANNE WILL,0.0,0,[10767],de,2007-09-16,60.0,,,17,535
Fast N' Loud,6.8,47,[10764],en,2012-06-06,42.0,,,13,133
The Secret Life of Us,5.6,7,[18],en,2001-07-16,60.0,,,4,86
Jake and the Fatman,6.041,49,"[18, 80, 10759]",en,1987-09-26,60.0,,,5,106
Totally Spies!,7.3,243,"[16, 10762, 35, 10759]",fr,2002-04-03,22.0,,,7,182
Bridgerton,8.1,2968,[18],en,2020-12-25,,,,4,24
Miotsukushi,10.0,1,"[18, 10751]",ja,1985-04-01,15.0,,,1,162
American Chopper,6.5,55,[10764],en,2003-03-31,42.0,,,8,185
No One Could Live Here,8.393,168,[35],es,2003-09-07,60.0,,,5,91
Reign,8.1,841,[18],en,2013-10-17,42.0,,,4,78
One-Punch Man,8.4,3743,"[16, 35, 10759]",ja,2015-10-05,24.0,,,3,24
Sullivan & Son,6.2,11,[35],en,2012-07-19,22.0,,,3,33
Weeds,7.484,906,"[35, 80, 18]",en,2005-08-07,25.0,,,8,102
ChuckleVision,6.2,17,"[10751, 35]",en,1987-09-26,20.0,,,21,292
Superman: The Animated Series,7.606,336,"[16, 10759, 10765, 10762]",en,1996-09-06,21.0,,,3,54
Ein Heim für Tiere,0.0,0,[10751],de,1985-01-23,45.0,,,8,80
Dr. Coto's Clinic,8.6,5,[18],ja,2003-07-03,60.0,,,2,22
On Becoming a God in Central Florida,6.5,54,[35],en,2019-08-25,45.0,,,1,10
The Walking Dead: Dead City,8.0,612,"[10759, 18, 10765]",en,2023-06-18,,,,2,14
Fireman Sam,6.243,37,"[10762, 16, 35, 10751]",cy,1987-11-17,10.0,,,16,363
It Takes a Thief,7.0,23,"[10759, 18]",en,1968-01-09,50.0,,,3,66
Gatchaman Crowds,6.7,36,"[10759, 16, 10765]",ja,2013-07-13,23.0,,,2,24
The Pepsi-Cola Playhouse,0.0,0,[18],en,1953-10-02,30.0,,,2,92
The Really Wild Show,7.0,2,"[10762, 10751, 99]",en,1986-01-21,25.0,,,19,217
The Sex Lives of College Girls,7.221,344,"[35, 18]",en,2021-11-18,28.0,,,3,30
Brave Ones,10.0,1,"[99, 10764]",et,2009-09-11,,,,11,139
Legacy: The True Story of the LA Lakers,8.1,30,[99],en,2022-08-15,,,,1,10
Rent-a-Girlfriend,8.4,895,"[16, 35]",ja,2020-07-11,25.0,,,1,37
Younger,6.8,210,"[18, 35]",en,2015-03-31,21.0,,,7,84
Ninosan,7.0,1,[10767],ja,2013-04-25,,,,3,417
Scrapheap Challenge,6.1,19,"[10764, 10759]",en,1998-04-12,52.0,,,12,165
Fallout,8.25,1917,"[10759, 18]",en,2024-04-10,,,,2,8
Weak Hero,8.521,243,"[10759, 18]",ko,2022-11-18,41.0,,,2,16
Oz,8.019,771,"[80, 18]",en,1997-07-12,60.0,,,6,56
Percy Jackson and the Olympians,7.4,562,"[10759, 10765, 18, 10751]",en,2023-12-19,,,,2,8
Beyblade Burst,8.3,323,"[10759, 16, 35, 10762, 10765, 10751]",ja,2016-04-04,24.0,,,6,335
Night Court,6.7,47,[35],en,2023-01-17,22.0,,,3,47
Hitomi,0.0,0,"[10751, 18]",ja,2008-03-31,15.0,,,1,156
MTV Video Music Awards,7.6,21,[99],en,1984-09-14,120.0,,,42,42
Kyaa Hoga Nimmo Kaa,1.7,3,"[18, 35]",hi,2006-03-20,24.0,,,1,176
Punar Vivah - Zindagi Milegi Dobara,10.0,1,[],hi,2013-05-12,,,,1,325
The Secret Life of the Zoo,6.2,13,"[99, 10764]",en,2016-02-02,47.0,,,10,72
The Boulet Brothers' Dragula,6.6,23,[10764],en,2016-10-31,59.0,,,6,57
Forensic Files,7.9,74,"[80, 99]",en,1996-04-21,23.0,,,14,400
Sliders,7.6,445,"[10759, 10765]",en,1995-03-22,43.0,,,5,87
El Amor no Tiene Precio,0.0,0,"[18, 10766]",es,2005-09-26,60.0,,,1,280
Kraft Television Theatre,7.5,4,[18],en,1947-05-07,60.0,,,11,241
The Adventures of Teddy Ruxpin,6.333,6,"[16, 10762]",en,1987-09-14,30.0,,,1,65
The Joel McHale Show with Joel McHale,5.986,35,"[35, 10767]",en,2018-02-18,30.0,,,1,19
Scrubs,8.01,1947,[35],en,2001-10-02,22.0,,,9,181
Master In The House,6.5,6,"[10764, 10767, 35]",ko,2017-12-31,75.0,,,2,254
Vende-se um Véu de Noiva,0.0,0,"[10766, 18]",pt,2009-06-16,,,,1,177
Hyper Speed Transforming Gyrozetter,10.0,1,"[16, 10759, 10762, 10765]",ja,2012-10-02,25.0,,,1,51
Son amores,5.3,3,[35],es,2002-01-28,60.0,,,2,463
The Umbrella Academy,8.522,9667,"[10759, 10765, 18]",en,2019-02-15,,,,4,36
Fate/Zero,8.019,335,"[10759, 16, 10765]",ja,2011-10-02,25.0,,,2,25
X-Man,7.2,5,"[35, 10767]",ko,2003-11-08,,,,2,181
In Treatment,7.646,171,[18],en,2008-01-28,,,,4,130
Hearts to the Limit,6.5,2,"[18, 10766]",es,2004-03-15,45.0,,,1,145
How to Get Away with Murder,7.833,1664,"[80, 18, 9648]",en,2014-09-25,43.0,,,6,90
Family Matters,6.756,308,"[35, 10751]",en,1989-09-22,30.0,,,9,215
Gasoleros,0.0,0,[35],es,1998-01-05,,,,2,464
