id,title,rating,votes,genre_ids,language,release_date,runtime,budget,revenue,popularity,overview,production_countries,production_companies,director,main_actors,source_category,type
10003,The Saint,6.105,1148,"[53, 28, 10749, 878, 12]",en,1997-04-03,116,68000000,118100000,3.0209,"Simon Templar (The Saint), is a thief for hire, whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the Russian government, as well as the woman who holds its secret.","['United States of America', 'Russia']","['Paramount Pictures', 'Rysher Entertainment', 'Mace Neufeld Productions']",Phillip Noyce,"['Val Kilmer', 'Elisabeth Shue', 'Rade Šerbedžija', 'Henry Goodman', 'Alun Armstrong']",revenue.desc_1997,movie
638,Lost Highway,7.5,2743,"[18, 53, 9648]",en,1997-01-15,134,15000000,3836866,4.2105,"A tormented jazz musician finds himself lost in an enigmatic story involving murder, surveillance, gangsters, doppelgängers, and an impossible transformation inside a prison cell.","['France', 'United States of America']","['CiBy 2000', 'Asymmetrical Productions']",David Lynch,"['Patricia Arquette', 'Bill Pullman', 'Balthazar Getty', 'Robert Blake', 'Robert Loggia']",vote_count.desc_1997,movie
113290,The Long Way Home,7.1,11,"[99, 36, 10752]",en,1997-09-19,120,0,0,2.3873,The story of the post World War II Jewish refugee situation from liberation to the establishment of the modern state of Israel.,['United States of America'],"['Moriah Films', 'Simon Wiesenthal Center']",Mark Jonathan Harris,"['Morgan Freeman', 'Ed Asner', 'Sean Astin', 'Martin Landau', 'Miriam Margolyes']",genre_10752_1997,movie
44386,Pretty as a Picture: The Art of David Lynch,7.0,22,[99],en,1997-10-14,85,0,0,0.7379,"An in-depth look at artist/filmmaker David Lynch's movies, paintings, drawings, photographs, and various other works of art. Features interview footage and commentary by family members, friends, fans, and people he's worked with, as well as behind-the-scenes antics of some of his most critically pra",['United States of America'],[],Toby Keeler,"['David Lynch', 'Angelo Badalamenti', 'Jack Nance', 'Patricia Arquette', 'Balthazar Getty']",genre_99_1997,movie
26580,4 Little Girls,7.261,46,[99],en,1997-07-09,102,0,0,0.6946,"On September 15, 1963, a bomb destroyed a black church in Birmingham, Alabama, killing four young girls who were there for Sunday school. It was a crime that shocked the nation--and a defining moment in the history of the civil-rights movement. Spike Lee re-examines the full story of the bombing, in",['United States of America'],['40 Acres and a Mule Filmworks'],Spike Lee,"['Maxine McNair', 'Chris McNair', 'Helen Pegues', 'Queen Nunn', 'Arthur Hanes Jr.']",genre_99_1997,movie
24662,Cats Don't Dance,7.2,190,"[16, 35, 10751, 10402]",en,1997-03-26,74,32000000,3600000,1.6998,An ambitious singing and dancing cat in 1939 Hollywood overcomes several obstacles to fulfill his dream of becoming a movie star.,['United States of America'],"['Turner Feature Animation', 'David Kirschner Productions', 'Warner Bros. Feature Animation']",Mark Dindal,"['Scott Bakula', 'Jasmine Guy', 'Natalie Cole', 'Ashley Peldon', 'Lindsay Ridgeway']",genre_10402_1997,movie
34838,The Tango Lesson,6.5,27,"[18, 10402, 10749]",en,1997-11-28,100,0,0,1.6229,"On a trip to Paris Sally meets Pablo, a tango dancer. He starts teaching her to dance then she returns to London to work on some ""projects"". She visits Buenos Aires and learns more from Pablo's friends. Sally and Pablo meet again but this time their relationship changes, she realises they want diffe","['Argentina', 'France', 'Germany', 'Netherlands', 'United Kingdom']","['Arts Council of England', 'Adventure Pictures', 'Adventure Films']",Sally Potter,"['Sally Potter', 'Morgane Maugran', 'Pablo Verón', 'Géraldine Maillet', 'Katerina Mechera']",genre_10402_1997,movie
42884,Cinderella,6.5,192,"[10770, 10751, 14, 10402, 10749]",en,1997-11-02,88,0,0,1.5374,"Cinderella chafes under the cruelty of her wicked stepmother and her evil stepsisters, until her Fairy Godmother steps in to change her life for one unforgettable night. At the ball, she falls for handsome Prince Christopher, whose parents, King Maximillian and Queen Constantina, are anxious for him",['United States of America'],"['Citadel Entertainment', 'Storyline Entertainment', 'BrownHouse Productions']",Robert Iscove,"['Brandy Norwood', 'Whitney Houston', 'Victor Garber', 'Whoopi Goldberg', 'Bernadette Peters']",genre_10770_1997,movie
2734,David,6.528,54,"[12, 18, 10770]",en,1997-03-23,173,15000000,0,1.3814,"A distinguished military leader whose reign was touched by great scandal, shocking betrayals and rousing victories. A simple shepherd boy chosen to be king, under the watchful eyes of prophet Samuel.","['Germany', 'Italy', 'United States of America']","['Turner Network Television', 'Beta Film', 'Lux Vide']",Robert Markowitz,"['Nathaniel Parker', 'Jonathan Pryce', 'Leonard Nimoy', 'Sheryl Lee', 'Ben Daniels']",genre_10770_1997,movie
45614,The Island on Bird Street,7.185,62,"[18, 10752]",en,1997-04-11,107,0,0,2.1303,"Alex is an 11-year old boy who, during WWII, hides in the Jewish ghetto from Nazis after all his relatives have been sent to the concentration camp. The movie portrays the ghetto through his eyes.","['France', 'Denmark', 'United Kingdom', 'Germany']",[],Søren Kragh-Jacobsen,"['Patrick Bergin', 'Jordan Kiziuk', 'Jack Warden', 'James Bolam', 'Michael Byrne']",genre_10752_1997,movie
14905,Welcome to Sarajevo,6.4,114,"[10752, 18, 36]",en,1997-05-09,103,9000000,334319,1.1637,"Follow a group of international journalists into the heart of the once cosmopolitan city of Sarajevo—now a danger zone of sniper and mortar attacks where residents still live. While reporting on an American aid worker who’s trying to get children out of the country, a British correspondent decides t","['United Kingdom', 'United States of America']","['Miramax', 'Channel Four Films', 'Dragon Pictures']",Michael Winterbottom,"['Stephen Dillane', 'Woody Harrelson', 'Marisa Tomei', 'Goran Višnjić', 'Emira Nušević']",genre_10752_1997,movie
10620,Once Upon a Time in China and America,5.814,105,"[28, 37]",cn,1997-02-01,102,12000000,0,3.4893,"So goes to the U.S. to open a martial arts school. Around this time, many Chinese people were sold off to U.S. railroad companies, and were brutally treated by the Americans under the harsh working conditions. Thus, the American workers' hatred towards the Chinese immigrants is high. As a result, So","['United States of America', 'Hong Kong']","[""Win's Entertainment Ltd."", 'China Star Entertainment']",Sammo Hung Kam-Bo,"['Jet Li', 'Rosamund Kwan', 'Xiong Xinxin', 'Power Chan', 'Jeff Wolfe']",genre_37_1997,movie
55576,Last Stand at Saber River,6.426,27,"[28, 18, 10770, 37]",en,1997-01-19,96,0,0,0.8031,"As America recovers from the Civil War, one man tries to put the pieces of his life back together but finds himself fighting a new battle on the frontier. Cable is an embittered Confederate soldier who returns from the war to reclaim his Arizona homestead from rebel pioneers who sympathize with the ",['United States of America'],"['TWS Productions II', 'Turner Network Television']",Dick Lowry,"['Tom Selleck', 'Suzy Amis', 'Rachel Duncan', 'Haley Joel Osment', 'Keith Carradine']",genre_37_1997,movie
212257,Buffalo Soldiers,5.2,16,"[18, 36, 10770, 37]",en,1997-12-07,94,0,0,0.7806,"They've ridden dusty miles without end and fought fierce battles. Yet when these brave African-American cavalrymen enter a scraggly frontier town, they must walk through it instead of ride. The town dishonors them but the soldiers' Native-American foes do not. Apache leader Victoria and other warrio",['United States of America'],"['Trilogy Entertainment Group', 'Citadel Entertainment', 'Turner Pictures (I)']",Charles Haid,"['Danny Glover', 'Mykelti Williamson', 'Glynn Turman', 'Carl Lumbly', 'Lamont Bentley']",genre_37_1997,movie
37165,The Truman Show,8.147,19003,"[35, 18]",en,1998-06-04,103,60000000,264100000,16.5515,"Every second of every day, from the moment he was born, for the last thirty years, Truman Burbank has been the unwitting star of the longest running, most popular documentary-soap opera in history. The picture-perfect town of Seahaven that he calls home is actually a gigantic soundstage. Truman's fr",['United States of America'],"['Paramount Pictures', 'Scott Rudin Productions']",Peter Weir,"['Jim Carrey', 'Laura Linney', 'Noah Emmerich', 'Natascha McElhone', 'Holland Taylor']",genre_18_1998,movie
10674,Mulan,7.907,9974,"[16, 10751, 12]",en,1998-06-18,88,90000000,304320254,16.1864,"To save her father from certain death in the army, a young woman secretly enlists in his place and becomes one of China's greatest heroines in the process.",['United States of America'],"['Walt Disney Pictures', 'Walt Disney Feature Animation']",Tony Bancroft,"['Ming-Na Wen', 'Eddie Murphy', 'BD Wong', 'Miguel Ferrer', 'Harvey Fierstein']",genre_10751_1998,movie
857,Saving Private Ryan,8.219,16345,"[18, 36, 10752]",en,1998-07-24,169,70000000,481840909,15.6382,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",['United States of America'],"['DreamWorks Pictures', 'Paramount Pictures', 'Amblin Entertainment']",Steven Spielberg,"['Tom Hanks', 'Tom Sizemore', 'Edward Burns', 'Barry Pepper', 'Adam Goldberg']",genre_10752_1998,movie
2109,Rush Hour,7.048,5204,"[28, 35, 80]",en,1998-09-18,97,33000000,244721064,13.1484,"When Hong Kong Inspector Lee is summoned to Los Angeles to investigate a kidnapping, the FBI doesn't want any outside help and assigns cocky LAPD Detective James Carter to distract Lee from the case. Not content to watch the action from the sidelines, Lee and Carter form an unlikely partnership and ",['United States of America'],"['New Line Cinema', 'Arthur Sarkissian Productions', 'Roger Birnbaum Productions']",Brett Ratner,"['Jackie Chan', 'Chris Tucker', 'Tom Wilkinson', 'Philip Baker Hall', 'Elizabeth Peña']",genre_80_1998,movie
9820,The Parent Trap,7.212,4286,"[35, 10751, 10749]",en,1998-07-28,128,15000000,92108518,12.704,"Hallie Parker and Annie James are identical twins who were separated at a young age due to their parents' divorce. Unbeknownst to their parents, the girls are sent to the same summer camp, where they meet, discover the truth about their relationship, and come up with a plan to switch places in an ef",['United States of America'],"['Walt Disney Pictures', 'The Meyers/Shyer Company']",Nancy Meyers,"['Lindsay Lohan', 'Dennis Quaid', 'Natasha Richardson', 'Elaine Hendrix', 'Lisa Ann Walter']",genre_10749_1998,movie
297,Meet Joe Black,7.35,5405,"[14, 18, 10749]",en,1998-11-12,178,90000000,142940100,11.3501,"Bill Parrish has it all - success, wealth and power. Days before his 65th birthday, he receives a visit from a mysterious stranger, Joe Black, who soon reveals himself as Death. In exchange for extra time, Bill agrees to serve as Joe's earthly guide. But will he regret his choice when Joe unexpected",['United States of America'],"['Universal Pictures', 'City Light Films']",Martin Brest,"['Brad Pitt', 'Anthony Hopkins', 'Claire Forlani', 'Jake Weber', 'Marcia Gay Harden']",genre_10749_1998,movie
9487,A Bug's Life,7.0,9355,"[10751, 16, 12, 35]",en,1998-11-25,95,80000000,363258859,10.3299,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",['United States of America'],"['Walt Disney Pictures', 'Pixar']",John Lasseter,"['Dave Foley', 'Kevin Spacey', 'Julia Louis-Dreyfus', 'Hayden Panettiere', 'Phyllis Diller']",genre_10751_1998,movie
95,Armageddon,6.838,8168,"[28, 53, 878, 12]",en,1998-07-01,151,140000000,553799566,9.933,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own h",['United States of America'],"['Touchstone Pictures', 'Jerry Bruckheimer Films', 'Valhalla Motion Pictures']",Michael Bay,"['Bruce Willis', 'Billy Bob Thornton', 'Ben Affleck', 'Liv Tyler', 'Will Patton']",genre_53_1998,movie
36647,Blade,6.809,6253,"[27, 28]",en,1998-08-21,121,45000000,131183530,8.8971,"The Daywalker known as ""Blade"" - a half-vampire, half-mortal man - becomes the protector of humanity against an underground army of vampires.",['United States of America'],"['New Line Cinema', 'Amen Ra Films', 'Imaginary Forces']",Stephen Norrington,"['Wesley Snipes', 'Stephen Dorff', 'Kris Kristofferson', ""N'Bushe Wright"", 'Donal Logue']",genre_27_1998,movie
123338,Sex and Zen III,6.4,25,"[35, 10749, 18]",cn,1998-04-23,95,0,0,8.6984,"New prostitutes Susan, Fanny, and Chinyun are inducted into the Fragrance House brothel where they are trained in the ways of lovemaking by their veteran madam Tall Kau. Eventually all three enter circulation where Susan is crowned the top prize and becomes enamored of budding scholar Chu Chi-Ang. F",['Hong Kong'],"['Everwide (H. K.) Limited', 'Orange Sky Golden Harvest', ""Jing's Production Limited""]",Aman Chang Man,"['Jane Chung Chun', 'Karen Yeung Ga-Ling', 'Dung Yi', 'Elvis Tsui Kam-Kong', 'Timothy Shaw Chun-Yung']",genre_10749_1998,movie
9837,The Prince of Egypt,7.3,4071,"[12, 16, 18, 10751]",en,1998-12-16,99,70000000,218613188,8.1315,"The strong bond between two brothers is challenged when their chosen responsibilities set them at odds, with extraordinary consequences.",['United States of America'],"['DreamWorks Pictures', 'DreamWorks Animation']",Brenda Chapman,"['Val Kilmer', 'Ralph Fiennes', 'Michelle Pfeiffer', 'Sandra Bullock', 'Jeff Goldblum']",genre_16_1998,movie
115,The Big Lebowski,7.838,11539,"[35, 80]",en,1998-03-06,117,15000000,47010480,8.0185,"Jeffrey 'The Dude' Lebowski, a Los Angeles slacker who only wants to bowl and drink White Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and","['United Kingdom', 'United States of America']","['PolyGram Filmed Entertainment', 'Working Title Films']",Joel Coen,"['Jeff Bridges', 'John Goodman', 'Julianne Moore', 'Steve Buscemi', 'David Huddleston']",genre_80_1998,movie
9732,The Lion King II: Simba's Pride,6.949,4501,"[10751, 12, 16, 28]",en,1998-10-24,81,0,0,7.7198,"The circle of life continues for Simba, now fully grown and in his rightful place as the king of Pride Rock. Simba and Nala have given birth to a daughter, Kiara who's as rebellious as her father was. But Kiara drives her parents to distraction when she catches the eye of Kovu, the son of the evil l",['United States of America'],"['Disney Television Animation', 'DisneyToon Studios']",Darrell Rooney,"['Matthew Broderick', 'Neve Campbell', 'Jason Marsden', 'Nathan Lane', 'Ernie Sabella']",vote_count.desc_1998,movie
73,American History X,8.336,11907,[18],en,1998-07-01,119,20000000,23900000,6.9367,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughou",['United States of America'],"['New Line Cinema', 'Savoy Pictures', 'The Turman-Morrissey Company']",Tony Kaye,"['Edward Norton', 'Edward Furlong', ""Beverly D'Angelo"", 'Jennifer Lien', 'Ethan Suplee']",vote_count.desc_1998,movie
